Node	AbsOutCoh	AbsInCoh	NodeLevel	Network	FracInCoh	FracOutCoh	Diff_InOutCoh	TotCoh
afsR	3.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	3.0
SCO4229	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO3925	1.0	2.0	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.6666666666666666	0.33333333333333337	0.33333333333333326	3.0
SCO6194	1.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	1.0
SCO6195	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO4230	46.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	46.0
SCO2878	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO3081	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO5584	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
glnD	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO2286	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO2068	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO2532	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO0034	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO1394	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpoZ	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO4261	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO1906	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO1430	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO2262	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
hrdA	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO3790	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO1196	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO4878	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO3013	10.748849642227707	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	10.748849642227707
SCO6008	1.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	1.0
redD	0.0	7.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.0
SCO5082	2.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	2.0
actII-2	0.0	14.714883335056978	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	14.714883335056978
actII-3	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO5260	1.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	1.0
SCO7168	0.7357588823429572	0.3678794411714786	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.3333333333333333	0.6666666666666667	-0.3333333333333334	1.1036383235144358
SCO7167	0.0	6.485320431200394	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.485320431200394
SCO2700	0.0	2.1174409900289164	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.1174409900289164
SCO2699	0.0	2.1174409900289164	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.1174409900289164
SCO6256	2.0	1.0	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.3333333333333333	0.6666666666666667	-0.3333333333333334	3.0
SCO2652	0.0	2.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
SCO2120	8.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	8.0
SCO4924	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO6728	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO0607	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO1700	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO4225	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO7613	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO4011	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO7460	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO3201	0.9831748239573754	0.3678794411714786	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.27229064787889395	0.727709352121106	-0.45541870424221204	1.351054265128854
SCO7164	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO7165	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO7166	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO7162	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO7163	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO0255	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO2404	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
ectA	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO2958	3.0	6.117440990028916	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.6709603052785444	0.32903969472145556	0.3419206105570889	9.117440990028916
SCO0888	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO2473	0.0	7.4596444931840145	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.4596444931840145
SCO4683	0.0	6.117440990028916	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.117440990028916
SCO2486	0.0	7.4596444931840145	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.4596444931840145
nsrR	1.1036383235144358	0.3678794411714786	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.25	0.75	-0.5	1.4715177646859143
SCO7428	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO7094	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO2935	1.6629637053276343	0.3678794411714786	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.1811461617829279	0.8188538382170721	-0.6377076764341443	2.030843146499113
SCO0712	1.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	1.0
lipA	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO6294	1.8393972058573929	0.3678794411714786	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.16666666666666666	0.8333333333333334	-0.6666666666666667	2.2072766470288716
SCO6289	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO6295	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO5281	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO5912	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO6459	1.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	1.0
SCO6460	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO2959	0.0	7.274576665935771	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.274576665935771
SCO3926	0.0	3.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.0
SCO1178	0.0	2.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
ecaA	0.0	2.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
ecaD1	0.0	2.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
SCO1909	0.0	2.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
SCO2478	0.0	2.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
SCO6974	5.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	5.0
SCO6978	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO6979	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO5087	0.0	13.714883335056978	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	13.714883335056978
SCO5072	0.0	13.714883335056978	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	13.714883335056978
SCO5071	0.0	13.714883335056978	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	13.714883335056978
rsbA	0.8800453161743982	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	0.8800453161743982
hrdB	11.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	11.0
tuf3	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rrnD	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCOr14	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO5206	0.7357588823429572	0.3678794411714786	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.3333333333333333	0.6666666666666667	-0.3333333333333334	1.1036383235144358
SCO0379	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO2508	6.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	6.0
SCO0475	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmF2	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO7676	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
SCO2505	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmB2	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
furA	0.7357588823429572	0.3678794411714786	Middle	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.3333333333333333	0.6666666666666667	-0.3333333333333334	1.1036383235144358
katG	0.0	0.3678794411714786	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
SCO4180	1.0	0.0	Input	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	0.0	1.0	-1.0	1.0
SCO6451	0.0	1.0	Output	100226_v2019_sA22-DBSCR15_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
clgR	8.0	1.661671499285466	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.17198592390647474	0.8280140760935253	-0.6560281521870506	9.661671499285466
cg2873	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
cg0892	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
clpP2	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
clpP1	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
cg0297	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
recR	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
clpC	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
cg2126	0.0	3.198753401305565	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.198753401305565
crtR	2.9430355293718287	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.2504131810267626	0.7495868189732374	-0.49917363794647485	3.9262103533292043
cg0718	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
cg0719	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
cg0722	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
cg0721	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
cg0720	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
cg0723	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg0717	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
sugR	55.499841920756765	6.1465938492013095	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.09970720565481105	0.9002927943451889	-0.8005855886903779	61.646435769958075
cg2120	0.0	6.75977174583078	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.75977174583078
ramA	47.21407472333004	5.283791843836687	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.10064774417216568	0.8993522558278343	-0.7987045116556686	52.49786656716673
fruR	1.8393972058573929	6.75977174583078	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.7860959336662079	0.2139040663337921	0.5721918673324158	8.599168951688172
ptsS	0.0	8.47837699430831	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	8.47837699430831
ldh	0.0	8.309562119161914	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	8.309562119161914
eno	0.0	6.6717850198418756	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.6717850198418756
ptsI	0.0	6.967984691276135	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.967984691276135
ptsH	0.0	6.934389154607617	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.934389154607617
fba	0.0	6.6717850198418756	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.6717850198418756
pyk	0.0	7.346098975667948	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.346098975667948
ptsM	0.0	5.676481044608979	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.676481044608979
gap	0.0	6.443779119943858	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.443779119943858
pfkB	0.0	6.75977174583078	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.75977174583078
pfkA	0.0	6.403731609826137	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.403731609826137
cg2737	4.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.2	0.8	-0.6000000000000001	5.0
cg0957	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
cg0802	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
dtsR1	0.0	4.624321686768004	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	4.624321686768004
cg2743	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
ftsR	1.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.5	0.5	0.0	2.0
ftsZ	0.0	5.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.0
whiA	4.0	0.0	Input	196627_v2020_s21_eStrong_regNetwork_Strong	0.0	1.0	-1.0	4.0
cg2363	0.0	4.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	4.0
WhcD-WhiA	3.0	3.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.5	0.5	0.0	6.0
gntR2	11.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.08333333333333333	0.9166666666666666	-0.8333333333333333	12.0
gntV	0.0	7.962318267476995	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.962318267476995
pgi	0.0	7.650548054617228	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.650548054617228
cg1778	0.0	7.650548054617228	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.650548054617228
pckG	0.0	8.675896555763892	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	8.675896555763892
cg1643	0.0	7.820333755145171	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.820333755145171
opcA	0.0	7.650548054617228	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.650548054617228
gntP	0.0	7.962318267476995	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.962318267476995
cg1774	0.0	7.650548054617228	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.650548054617228
cg1776	0.0	7.650548054617228	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.650548054617228
gntR1	15.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.0625	0.9375	-0.875	16.0
cg1069	0.0	7.757003229931671	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.757003229931671
cg3335	0.0	6.822662116544703	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.822662116544703
icd	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
glyR	1.0	1.581976706869343	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.6126998367802845	0.3873001632197155	0.225399673560569	2.581976706869343
glyA	0.0	2.9153100402026766	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.9153100402026766
rhcR	1.4715177646859143	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.4005286969562151	0.5994713030437848	-0.1989426060875697	2.4546925886432898
cg1311	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
cg1310	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
cg1309	0.0	1.0837130042501737	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0837130042501737
ipsA	9.0	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.09848318208331651	0.9015168179166835	-0.803033635833367	9.983174823957375
cg1421	0.0	2.1274612577888163	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.1274612577888163
ino1	0.0	5.426530990295312	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.426530990295312
cg0044	0.0	2.4308472003759323	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.4308472003759323
cg0533	0.0	2.1274612577888163	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.1274612577888163
cg0534	0.0	2.2279994380816146	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.2279994380816146
cg3195	0.0	7.094290232862623	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.094290232862623
cg3210	0.0	2.4308472003759323	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.4308472003759323
cg0045	0.0	2.4308472003759323	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.4308472003759323
cg0046	0.0	2.4308472003759323	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.4308472003759323
acnR	0.7357588823429572	6.320106119765406	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.8957237869314244	0.1042762130685756	0.7914475738628488	7.055865002108363
acn	0.0	6.6366903227428375	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.6366903227428375
phdR	6.0	0.0	Input	196627_v2020_s21_eStrong_regNetwork_Strong	0.0	1.0	-1.0	6.0
cg0347	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0346	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0345	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0344	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0341	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0340	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3230	8.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.1111111111111111	0.8888888888888888	-0.7777777777777777	9.0
butA	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
cg0404	0.0	5.427003881543689	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.427003881543689
cysD	0.0	2.442635609159124	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.442635609159124
trxB	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
ahpD	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
sodA	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
ftn	0.0	2.9699611781155975	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.9699611781155975
spiA	1.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.5	0.5	0.0	2.0
SpiA-WhcA	0.0	5.968646944256235	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.968646944256235
spiE	1.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.5	0.5	0.0	2.0
SpiE-WhcE	0.0	3.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.0
glxR	44.65377684145986	5.446252072544585	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.10870756346055115	0.8912924365394489	-0.7825848730788978	50.10002891400444
cg0836	0.0	6.294977377934544	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.294977377934544
rpf2	0.0	5.325416487730454	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.325416487730454
cg0875	0.0	6.652971255826007	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.652971255826007
cg3389	0.0	6.135352116572602	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.135352116572602
pstB	0.0	7.479553797587944	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	7.479553797587944
cg2824	0.0	6.294977377934544	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	6.294977377934544
