Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
DRX083352	DRR089622	2019-03-17 16:37:21	2019-06-13 21:34:21	13306738	2661347600	13306738	200	1496		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR089622/DRR089622.1	Escherichia coli MY205_NS5-1	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	166	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090647	SAMD00076833	simple	562	Escherichia coli	SAMD00076833							no					AIST	DRA005649		public	0AE690E840D06A1D6BA4D3583666F82B	4066E95089DF2CE3AC4146BA35B33FB4		
DRX083353	DRR089623	2019-03-17 16:37:21	2019-06-13 21:22:52	9070570	1814114000	9070570	200	1024		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089623/DRR089623.1	Escherichia coli MY205_NS5-2	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	166	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090648	SAMD00076834	simple	562	Escherichia coli	SAMD00076834							no					AIST	DRA005649		public	BF55D39041B1B0089C11981A9E829DCE	F70A648E1D6C91A7B9F3E41CDA9FC526		
DRX083354	DRR089624	2019-03-17 16:37:21	2019-06-13 21:37:42	15877971	3175594200	15877971	200	2098		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089624/DRR089624.1	Escherichia coli MY205_NS11-1	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	163	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090649	SAMD00076835	simple	562	Escherichia coli	SAMD00076835							no					AIST	DRA005649		public	0F0E2C0C82B95C3017576E2EB77E0151	031AB5445318B0D1EE9882440AAE5938		
DRX083355	DRR089625	2019-03-17 16:37:21	2019-06-13 21:26:45	9729626	1945925200	9729626	200	1224		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR089625/DRR089625.1	Escherichia coli MY205_NS11-2	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	175	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090650	SAMD00076836	simple	562	Escherichia coli	SAMD00076836							no					AIST	DRA005649		public	6A2C3E10225D30BA45155A6ED250211B	DC65E8EC8AC98A4455C830DF9ECAD2A5		
DRX083356	DRR089626	2019-03-17 16:37:21	2019-06-13 21:32:12	13096731	2619346200	13096731	200	1482		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR089626/DRR089626.1	Escherichia coli MY205_NS11-1416-1484-1	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	150	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090651	SAMD00076837	simple	562	Escherichia coli	SAMD00076837							no					AIST	DRA005649		public	E91B800D00E53FC32C5F319E88CF951C	D4DD5912AE2ECA2007560DEBACF91F73		
DRX083357	DRR089627	2019-03-17 16:37:21	2019-06-14 01:04:02	5889236	1177847200	5889236	200	692		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089627/DRR089627.1	Escherichia coli MY205_NS11-1416-1484-2	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	151	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090652	SAMD00076838	simple	562	Escherichia coli	SAMD00076838							no					AIST	DRA005649		public	E1068C09B19143E19E8550272460EBC6	3C09D9FEE0F998176124ED0E5EF8BE37		
DRX083358	DRR089628	2019-03-17 16:37:21	2019-06-13 21:35:40	12712438	2542487600	12712438	200	1434		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089628/DRR089628.1	Escherichia coli KT101_Eco1	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	151	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090653	SAMD00076839	simple	562	Escherichia coli	SAMD00076839							no					AIST	DRA005649		public	93A2461135388FEDCE035F3B3ACCDC24	58D0C669B16A42C2FDA9D62D184910C4		
DRX083359	DRR089629	2019-03-17 16:37:21	2019-06-13 21:23:21	7571273	1514254600	7571273	200	867		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089629/DRR089629.1	Escherichia coli KT101_Eco2	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	162	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090654	SAMD00076840	simple	562	Escherichia coli	SAMD00076840							no					AIST	DRA005649		public	D59C867617E2D0F49AF362C61CC94C37	8892D9313DF38BCFF305F5147DC6E45D		
DRX085437	DRR091867	2019-05-01 17:34:49	2019-06-14 10:49:56	1921819	282043925	1921819	146	106		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091867/DRR091867.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093526	SAMD00079815	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079815							no					TIT-BB	DRA005771		public	CA7F55EBE67E52AF822B23A01EC4F72E	A7B390A2CC065AB335CC6B8B9447205D		
DRX085438	DRR091868	2019-05-01 17:34:49	2019-06-14 10:49:42	1878528	275863813	1878528	146	110		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR091868/DRR091868.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093527	SAMD00079816	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079816							no					TIT-BB	DRA005771		public	E69620AFD5826B60D6803F9FBA6AA478	0B1AED2B63ABD68D6ACC6DBA804E5D48		
DRX085439	DRR091869	2019-05-01 17:34:49	2019-06-14 10:48:44	3442329	508416487	3442329	147	191		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR091869/DRR091869.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093528	SAMD00079817	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079817							no					TIT-BB	DRA005771		public	4A648B66A5FD1996775971A480611848	70A12E6523C96ACAC451CC028782D752		
DRX085440	DRR091870	2019-05-01 17:34:49	2019-06-14 10:50:02	3358857	496346890	3358857	147	198		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR091870/DRR091870.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093529	SAMD00079818	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079818							no					TIT-BB	DRA005771		public	729227CAEDB44D6EFD207435A473B792	4C940945C6B69ED58125179D58219FFC		
DRX085441	DRR091871	2019-05-01 17:34:49	2019-06-14 10:48:52	2745689	411747555	2745689	149	150		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091871/DRR091871.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093530	SAMD00079819	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079819							no					TIT-BB	DRA005771		public	C7653850CD6BFA9C8499A864FBF8CA16	E15DF92F17E0691C53807B98A55B9689		
DRX085442	DRR091872	2019-05-01 17:34:49	2019-06-14 10:47:41	2679983	401982320	2679983	149	156		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR091872/DRR091872.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093531	SAMD00079820	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079820							no					TIT-BB	DRA005771		public	7207FAB4D169B793B66C5C7B42C1FD15	9DEE4FB3BC979D4253C73CA380E5F008		
DRX085443	DRR091873	2019-05-01 17:34:49	2019-06-14 10:49:09	2913374	432127091	2913374	148	178		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR091873/DRR091873.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093532	SAMD00079821	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079821							no					TIT-BB	DRA005771		public	56F44931D10E13F6B5B6912373E42D33	533413379D7A916895A907E19E901562		
DRX085444	DRR091874	2019-05-01 17:34:49	2019-06-14 10:50:15	2899785	430330527	2899785	148	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091874/DRR091874.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093533	SAMD00079822	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079822							no					TIT-BB	DRA005771		public	E88912B8411A9062FCBFFAB0D60C3208	04E540A9F8AB26CDB3756D5BEFF2505F		
DRX085445	DRR091875	2019-05-01 17:34:49	2019-06-14 10:47:56	2626386	393929831	2626386	149	144		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR091875/DRR091875.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093534	SAMD00079823	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079823							no					TIT-BB	DRA005771		public	9C851607C3929D90FF9DF8CACFCB6EB6	BD3C2786CC9D012A85BA9614BA716793		
DRX085446	DRR091876	2019-05-01 17:34:49	2019-06-14 10:46:01	2554231	383149500	2554231	150	149		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR091876/DRR091876.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093535	SAMD00079824	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079824							no					TIT-BB	DRA005771		public	98FBB8F0DA28252AF424E6BEA898552D	9C361B193347372EB14CB1E18513ADAD		
DRX085447	DRR091877	2019-05-01 17:34:49	2019-06-14 10:48:35	2747267	412023069	2747267	149	152		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR091877/DRR091877.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093536	SAMD00079825	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079825							no					TIT-BB	DRA005771		public	E2DC020BBB44602F8F9177EAA3A51995	48B57B2FD2C83AEA75EB9E26E778CAC2		
DRX085448	DRR091878	2019-05-01 17:34:49	2019-06-14 10:49:43	2680084	402008640	2680084	149	158		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091878/DRR091878.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093537	SAMD00079826	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079826							no					TIT-BB	DRA005771		public	2C42DC7E30BB3E9B48492B852E969A86	D3D3DAF2A1FB5C99F175D213435531BC		
DRX085449	DRR091879	2019-05-01 17:34:49	2019-06-14 10:45:56	1480593	218794610	1480593	147	82		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR091879/DRR091879.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093538	SAMD00079827	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079827							no					TIT-BB	DRA005771		public	3F269CDE259AB403BC5187C0D4BDC61E	D4ABA112F704ABEC585DAC2919E8DA12		
DRX085450	DRR091880	2019-05-01 17:34:49	2019-06-14 10:49:24	1439381	212796585	1439381	147	84		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091880/DRR091880.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093539	SAMD00079828	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079828							no					TIT-BB	DRA005771		public	139C03E35990B4FBD7BB16584CA7B6F7	2CAF6BE2F9CF2A33901922F44B38979A		
DRX085451	DRR091881	2019-05-01 17:34:49	2019-06-14 10:49:25	4233501	619220151	4233501	146	234		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091881/DRR091881.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093540	SAMD00079829	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079829							no					TIT-BB	DRA005771		public	CF232EA58651CC24E4C2F1DE6E701A9E	60C67C046D9879F913E3AB83B88C2623		
DRX085452	DRR091882	2019-05-01 17:34:49	2019-06-14 10:48:18	4118199	602883155	4118199	146	242		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR091882/DRR091882.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093541	SAMD00079830	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079830							no					TIT-BB	DRA005771		public	A2D6644AAC9CDCD4DF34A0B45B3C6945	3030764C6655985E7EA049814B6BCAEC		
DRX085453	DRR091883	2019-05-01 17:34:49	2019-06-14 10:50:01	2998931	450492103	2998931	150	166		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091883/DRR091883.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093542	SAMD00079831	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079831							no					TIT-BB	DRA005771		public	48EE3B30194B452EA29734EEAE15FF3D	DE38F694660B02A9B2D880E45BE0463D		
DRX085454	DRR091884	2019-05-01 17:34:49	2019-06-14 10:50:18	2920770	438819548	2920770	150	172		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR091884/DRR091884.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	160	0	ILLUMINA	Illumina MiSeq	DRP005030	PRJDB5742		540783	DRS093543	SAMD00079832	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00079832							no					TIT-BB	DRA005771		public	1ADC28247E8FF5DDD860E52DBC1955B4	DD7A46970CE7EC45AD005B53DE7E97B6		
DRX086603	DRR093105	2018-11-03 05:34:35	2018-11-03 08:52:35	84523686	16904737200	84523686	200	10969		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093105/DRR093105.1	control1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	308	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077733	SAMD00080671	simple	1211845	Escherichia coli MC1061	SAMD00080671							no					WASEDA	DRA005824		public	AE2082A26D411C275AC6745DDD97664E	605CABF71F69A0F6A431A19F240556AA		
DRX086604	DRR093106	2018-11-03 05:34:35	2018-11-03 07:59:31	58982678	11796535600	58982678	200	7663		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093106/DRR093106.1	control2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	225	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077734	SAMD00080672	simple	1211845	Escherichia coli MC1061	SAMD00080672							no					WASEDA	DRA005824		public	C1C08F3EC70A8C923FC52983FE3DB65D	DAF99754A425AA81014F83570CD4AC02		
DRX086605	DRR093107	2018-11-03 05:34:35	2018-11-03 08:59:41	109052353	21810470600	109052353	200	14193		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093107/DRR093107.1	control3	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	253	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077735	SAMD00080673	simple	1211845	Escherichia coli MC1061	SAMD00080673							no					WASEDA	DRA005824		public	54A637F6ACAA15305C80976A09F7CA2D	2397830D2C423AF744AD62D0965DE021		
DRX086606	DRR093108	2018-11-03 05:34:35	2018-11-03 08:03:00	53648980	10729796000	53648980	200	7042		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093108/DRR093108.1	non_stress1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	214	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077736	SAMD00080674	simple	1211845	Escherichia coli MC1061	SAMD00080674							no					WASEDA	DRA005824		public	C130972126F79D1DC33C193EA73F7C75	D0BB0F29D914935E8E38CD32C8957358		
DRX086607	DRR093109	2018-11-03 05:34:35	2018-11-03 08:47:20	71644917	14328983400	71644917	200	9452		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093109/DRR093109.1	non_stress2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	229	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077737	SAMD00080675	simple	1211845	Escherichia coli MC1061	SAMD00080675							no					WASEDA	DRA005824		public	F26748A9AF745963DD125B42A190448E	5CA008A5E2C917E449FDEDB4BF034F2D		
DRX086608	DRR093110	2018-11-03 05:34:35	2018-11-03 09:01:52	110067632	22013526400	110067632	200	14420		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093110/DRR093110.1	non_stress3	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	248	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077738	SAMD00080676	simple	1211845	Escherichia coli MC1061	SAMD00080676							no					WASEDA	DRA005824		public	860A89FC11236FAEC0F0AD9449FF42B4	53F7E61B4B42962B3BDE140AF0AD0F81		
DRX086609	DRR093111	2018-11-03 05:34:35	2018-11-03 08:13:42	54590135	10918027000	54590135	200	6849		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093111/DRR093111.1	pH6_1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	226	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077739	SAMD00080677	simple	1211845	Escherichia coli MC1061	SAMD00080677							no					WASEDA	DRA005824		public	29103A2F24A90D94E44B0C40C9642EA4	383856B5EC0D1DB3FB98B2A9F00491C3		
DRX086610	DRR093112	2018-11-03 05:34:35	2018-11-03 08:42:04	114886349	22977269800	114886349	200	14526		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093112/DRR093112.1	pH6_2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	246	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077740	SAMD00080678	simple	1211845	Escherichia coli MC1061	SAMD00080678							no					WASEDA	DRA005824		public	A41D2B2B96FB0AC5C061A39B2DEF5986	BA4D461BAFC2C976F9D660D3B33EC98C		
DRX086611	DRR093113	2018-11-03 05:34:35	2018-11-03 08:05:07	55272828	11054565600	55272828	200	6892		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093113/DRR093113.1	pH6_3	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	230	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077741	SAMD00080679	simple	1211845	Escherichia coli MC1061	SAMD00080679							no					WASEDA	DRA005824		public	04909AF89EBADE4161540CF535FEBDDF	AECCEAE7E4DE3781CFCECEF052C093D0		
DRX086612	DRR093114	2018-11-03 05:34:35	2018-11-03 08:27:28	85471192	17094238400	85471192	200	10205		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093114/DRR093114.1	wo_glc1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	218	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077742	SAMD00080680	simple	1211845	Escherichia coli MC1061	SAMD00080680							no					WASEDA	DRA005824		public	090FF504BCCBA61196EF8849E4BB4081	5B1287F2D93894230742B52E65C72D3A		
DRX086613	DRR093115	2018-11-03 05:34:35	2018-11-03 07:06:27	34288855	6857771000	34288855	200	4104		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093115/DRR093115.1	wo_glc2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	191	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077743	SAMD00080681	simple	1211845	Escherichia coli MC1061	SAMD00080681							no					WASEDA	DRA005824		public	1AF7B970751F65B3414FA4E45ABB7D56	3CF316E3150C487851620FF612813FA0		
DRX086614	DRR093116	2018-11-03 05:34:35	2018-11-03 08:21:33	79221991	15844398200	79221991	200	9450		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093116/DRR093116.1	wo_glc3	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	212	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077744	SAMD00080682	simple	1211845	Escherichia coli MC1061	SAMD00080682							no					WASEDA	DRA005824		public	A2985231F9CA19162D650BC8DB92A015	6999536CCDDD87AF35C53BF29C795B7E		
DRX086615	DRR093117	2018-11-03 05:34:35	2018-11-03 07:22:44	40367119	8073423800	40367119	200	4849		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093117/DRR093117.1	wo_CA1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	206	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077745	SAMD00080683	simple	1211845	Escherichia coli MC1061	SAMD00080683							no					WASEDA	DRA005824		public	C3A9776BE66530EAD1D4347888587697	5D265FDB668E8E1D25BC21C685A51892		
DRX086616	DRR093118	2018-11-03 05:34:35	2018-11-03 08:41:09	109658717	21931743400	109658717	200	13233		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093118/DRR093118.1	wo_CA2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	219	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077746	SAMD00080684	simple	1211845	Escherichia coli MC1061	SAMD00080684							no					WASEDA	DRA005824		public	A06249BD085E6A24653F11C8A43178C9	AC24626C3F1EBA240B89110330D2ADE8		
DRX086617	DRR093119	2018-11-03 05:34:35	2018-11-03 07:10:32	31651604	6330320800	31651604	200	3795		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093119/DRR093119.1	wo_CA3	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	204	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077747	SAMD00080685	simple	1211845	Escherichia coli MC1061	SAMD00080685							no					WASEDA	DRA005824		public	B01927DD6616ACDB9534B44AEEAD3A26	5A1E4FD7EDA99624C62A48FBC143C17F		
DRX086618	DRR093120	2018-11-03 05:34:35	2018-11-03 08:57:58	98540429	19708085800	98540429	200	12037		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093120/DRR093120.1	anaerobic1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077748	SAMD00080686	simple	1211845	Escherichia coli MC1061	SAMD00080686							no					WASEDA	DRA005824		public	FA405D452C92A2BD119D43891F9F03D9	D57A048523AE91BBEB523B9C4C44F0DA		
DRX086619	DRR093121	2018-11-03 05:34:35	2018-11-03 07:21:47	36689048	7337809600	36689048	200	4511		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093121/DRR093121.1	anaerobic2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	209	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077749	SAMD00080687	simple	1211845	Escherichia coli MC1061	SAMD00080687							no					WASEDA	DRA005824		public	4487FE714CDF13CDF9172E1EC1FDEE5F	51FF82FA8393EC6B0E20061FAC96360A		
DRX086620	DRR093122	2018-11-03 05:34:35	2018-11-03 08:19:19	71005370	14201074000	71005370	200	8652		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR093122/DRR093122.1	anaerobic3	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	213	0	ILLUMINA	Illumina HiSeq 2500	DRP004545	PRJDB5801	2	498636	DRS077750	SAMD00080688	simple	1211845	Escherichia coli MC1061	SAMD00080688							no					WASEDA	DRA005824		public	7C17FCC35E6A24EA2F8943EB1C63544A	C0486491FD10B04FFBED28FECC10545C		
DRX093856	DRR100423	2018-02-06 16:32:21	2018-02-06 16:35:27	5431015	1086203000	5431015	200	570		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR100423/DRR100423.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina HiSeq 2500	DRP004028	PRJDB6270		432812	DRS058396	SAMD00092922	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00092922							no					UT-ARTSCI	DRA006091		public	ECFCBF0E8359650D44979AED17790F3D	E8CEBEAC4568C3FE4F1E4060547ECE46		
