,YieP,GlpR,YgbI,efeU-repair,ydcI-KO,BW25113,proVWX,DhaR/Mlc,ArgR,YneJ,NarL,e14-deletion,MalT,OxyR,Crp-2,AtoC,PurR-1,yheO-KO,CsqR,MetJ,entC-menF-KO,uncharacterized-6,PurR-2,Cbl+CysB,GlcC,Crp-1,YiaJ,GcvA,XylR,fur-KO,RpoH,GadEWX,translation,PrpR,GadWX,fimbriae,CecR,uncharacterized-4,ArcA-1,nitrate-related,Fnr,CdaR,Pyruvate,SrlR+GutM,NagC/TyrR,CpxR,thrA-KO,Lrp,deletion-1,Leu/Ile,deletion-2,Fur-1,uncharacterized-5,Thiamine,CysB,FliA,PuuR,NikR,NtrC+RpoN,RcsAB,His-tRNA,Fur-2,Copper,AllR/AraC/FucR,Cra,ArcA-2,EvgA,uncharacterized-2,Zinc,SoxS,Nac,Tryptophan,curli,gadWX-KO,flu-yeeRS,uncharacterized-1,FadR/IclR,lipopolysaccharide,FlhDC,crp-KO,GntR/TyrR,purR-KO,RpoS,membrane,duplication-1,uncharacterized-3,ExuR/FucR,FecI,iron-related,RbsR,sgrT,insertion
b0025,0.0043528315,-0.0061169774,-0.0005653991,-0.0046491365,0.0012523377,0.0047653312,-0.0042186255,0.0002244646,-0.004145308,0.0013191508,-0.0029590935,-0.0018293637,0.000466004,0.004669123,-0.0004620762,-0.0090055167,0.0033769432,0.0011431316,-6.3009e-06,-0.0044595165,-0.0037883226,-0.0067423931,-0.0037333979,-0.0105012992,0.0019428282,0.0024822447,-0.0038613506,-0.001343382,-0.0035837176,-0.0063098186,-0.0070307076,-0.000448079,0.0024454414,-0.0036246463,-0.0021799259,0.0016097521,-0.0037626264,0.0034482439,0.0038915455,0.0009170127,-0.0003017357,-0.003789404,-0.0091622677,-0.0177295193,0.0021941084,-0.0075001541,0.0021249749,-0.0012481881,0.0012720776,-0.0011953135,1.94645e-05,-0.0018774787,0.002952786,-0.006612998,0.0038932377,-0.0033230855,-0.0079657835,-0.0029623558,-0.0082281568,-0.0042145945,0.009145355,0.0096774681,-0.000172144,0.0008321836,0.007297941,0.0039106142,0.0047017408,-0.0067675545,0.000166931,0.0026058109,0.0003309412,0.0017889603,0.0051742467,-0.0015957916,-0.0075948022,-0.0006785642,-0.0013065269,0.003130692,-0.0002437427,-0.0011781962,-0.0004229613,-0.0162241663,-0.0064587282,-0.0038205681,0.0008641271,-0.0004745474,-0.0103309734,-6.2434e-05,-0.0123342768,-0.014405244,0.0095711602,-0.000979651
b0026,0.000108068,-0.0035840606,-0.0008702099,-0.0036867261,0.0049211259,0.0010498727,0.0006281629,-0.0004577117,-0.0039578095,0.0099269026,0.0018338526,0.0014197695,-0.0052528126,0.0023486119,-0.0051459957,-0.0034752046,0.0061664878,-0.0030831081,0.0022338319,-0.002058694,0.0070544085,-0.0078571791,-0.0038992052,-0.0005950145,0.0051765144,0.0015838514,-0.0034446882,-0.0026457609,-0.0060677798,-0.0037833244,-0.0017896225,-0.0020839096,0.0107144148,0.0007299179,-0.0006001827,0.0084329793,0.005236022,0.004714099,-0.0005213221,-0.0018682938,-0.0020703079,-0.0006519327,-0.0038127392,0.0041058263,-0.0005940725,-0.0077626761,-0.0037092939,0.0141087858,0.0014311362,0.0285637476,0.0017191709,0.0045609144,-0.0109752912,-0.0009556786,0.0004082286,-0.002626465,0.0002789993,-0.0039680988,-0.0015524972,-0.0024224089,0.0072249303,-0.0101889457,0.0011956375,-0.0080771618,-0.0015650416,-0.0022215684,0.0026267898,-0.0029184239,-0.0047524403,-0.0069320306,0.0013161152,-0.0008858845,0.0052758775,-0.003490224,0.0018911575,-0.0079783293,-2.69575e-05,-0.0100687936,-0.0004112483,0.0015075453,-0.0014371016,-0.0119224737,-0.0026938614,0.0065841118,0.002203568,0.0054073485,-0.0018950914,-0.0024352433,0.0065586158,-0.0073238718,0.0028308932,-0.0046159361
b0027,0.0106196724,-0.0014244643,-0.0050943992,-0.0149605479,0.0106442891,-0.0009549192,-0.0035184766,0.0061896533,-0.0046538057,0.0098750447,-0.000264984,-0.0056502204,-0.0163950062,0.0032912577,-0.0069231836,-0.0069565874,0.0018060076,-0.0174999906,-0.0007141013,-0.0082201356,0.0043769925,-0.005198903,-0.0077434116,-0.0121944717,0.0027715086,-0.0026454315,-0.0059858424,-0.0084728372,-0.0036058693,-0.0027899645,-0.0086864498,0.0011296569,0.0215997651,-0.0008591867,-0.0011595478,0.0075334929,-0.0041897838,0.0027143147,0.0012040322,-0.003265454,-0.0012304575,0.0049493484,0.0022326343,0.0175348376,0.0010196125,-0.0100808817,0.000727682,0.0115150191,0.0001441789,0.0191749671,0.0051122544,0.0002277522,-0.0049688187,-0.0130240242,0.0044324854,-0.0140198838,-0.0077292451,0.000555161,-0.0067979504,-0.0014657749,0.0127844927,0.0024828043,0.0020644791,-0.0099376108,0.0028081496,0.0031687594,-0.0034979336,-0.0054930176,-0.0010841949,-0.0068621431,0.0022259211,-0.0135686872,0.0046372842,-0.0096800203,-0.0106098037,-0.0074507478,-4.4398300000000005e-05,0.000273742,0.0098480919,-0.0105304843,-0.0045294434,-0.0230404012,-0.001496096,0.0046504013,0.0024427259,-0.0005511635,0.0022339756,0.004233045,0.0023016739,0.0065031936,0.0120675166,0.0140525619
b0028,0.0100414809,-0.0009226649,-0.0036343406,-0.011871495,0.0151009931,-0.0071477056,-0.0014210351,-0.0022833863,-0.0045422197,-0.0057283146,0.0029065147,-0.0007188418,-0.0064022154,-0.0026787259,-0.0008946841,-0.0170088002,-0.0053678488,0.0050196504,-0.0022367846,-0.0072839416,-0.0035494686,-0.0138641091,-0.0036969988,0.0018714899,0.0068550676,0.001113806,-0.0036508487,-0.000247698,-0.0019424369,-0.0053177704,0.0066745722,0.0037655772,0.0166009158,0.0023737749,-0.0051838171,0.0037836692,0.0022789657,0.0610267293,0.0069722546,0.005212827,-0.006136583,-0.0014858905,-0.0090321232,0.0028411727,0.0017025678,-0.0042108781,-0.0119530764,0.0133782261,0.0073765661,0.0239761965,-0.0094544218,0.0019755225,-0.0074464718,-0.004568786,-0.000489389,-0.0039412232,-0.005322478,-0.0031183293,-0.0059886453,0.0032613126,0.007962707,0.0033626805,-0.0017120099,-0.0053438761,-0.0034626383,0.0081924911,0.0031932185,-0.0048485147,0.0005441642,-0.0135364875,0.00077564,0.0118420341,0.0038095566,-0.0020226456,-0.013895227,-5.7931000000000005e-05,-0.0028435449,-0.0099662348,5.76797e-05,-0.0056716159,-0.0039833599,-0.0205002366,0.0039497719,-0.0061769383,-0.0038498227,0.0113767468,-0.0046306312,-0.0042302002,0.0072351454,-0.0061346885,-0.0094589643,-0.0122929161
b0029,0.0075555215,-0.0009208459,-0.0027909267,0.0006402826,0.0040751135,0.0001609994,-0.0046745639,0.0051907885,-0.0035315465,-0.00439899,-0.0026723469,-0.0021781745,-0.0005506513,-0.0034085721,-0.0058923662,-0.0091037266,-0.0055601214,-0.0016833919,-0.0052268713,0.0031566688,0.0008532295,-0.0042225044,-0.009073048,-0.001117016,0.01298597,-0.0014589823,0.0027421537,-0.0078497155,-0.0030204127,-0.0155832476,0.0079279515,-0.0020924073,0.0092875693,0.0019322392,-0.0044206027,0.0005856766,0.0015533052,0.0210754585,-0.005521646,0.0026178777,-0.0042893409,0.000134109,-0.0119258089,0.0006174173,-0.0043224194,0.0003618176,-0.0044978388,0.0156219176,0.0015525389,0.0160831901,-0.0105168929,-0.0002075185,0.0006660877,0.0004112118,0.0054530795,-0.0007989448,-0.0020653177,-0.0012200441,-0.0056098817,-0.0038628455,0.0120392597,-0.0004437851,-0.0019330024,-0.004715956,-0.0038142406,0.0012463736,0.0027439311,0.0001981235,-0.0045313794,-0.0038904297,-0.0004287461,-0.0023728393,0.0037596427,-0.0044434544,-0.0080330505,-0.0052189158,0.0004327915,-0.0087868824,-0.0003806419,3.04161e-05,-0.0034550097,-0.009585919,-0.0013327989,0.007037276,0.0028355713,0.0192960078,-0.0040202261,0.0034983487,0.0081294493,-0.0011243065,-0.0041345276,-0.0057971821
b0030,-0.0076676481,-0.0076591498,0.008172757,0.0106028356,0.0073508443,-0.0066442802,0.0075788013,-0.0023710835,0.0039713766,-0.0193184929,0.0090765347,0.0012860575,0.0119846133,0.0043646865,0.0403087269,0.0037579424,-0.0213908673,0.0006426673,0.0058822469,0.0091563517,0.0046489998,-0.0157771916,-0.0057435015,-0.0065034625,0.010086289,0.0363489194,-0.0005941213,-0.0066041248,0.0022180962,-0.0041020393,0.0042226965,0.013719431,-0.0151848935,-0.0219160765,-0.0202122999,-0.0127986883,0.0167900315,0.0114128967,0.0130702624,0.0079379909,-0.0040197143,0.0043578125,0.0061599599,-0.0074154361,-0.0067100912,-0.0066434469,0.0031851278,-0.0070213698,-0.0141513901,-0.0192194187,-0.0060274569,-0.0020632582,-0.0028303075,-5.938020000000001e-05,0.0138571969,0.0125939637,-0.0059337574,-0.0005216346,-0.0038967097,-0.000494658,0.0069930244,0.003965577,-0.0031637907,-0.0087540192,0.0051693775,-0.0098014531,-0.0080788186,-0.006327552,-0.0072859636,0.0044378902,0.0026199752,-0.0018175543,-0.0157279503,-0.003981071,-0.0087276124,-0.0185894345,0.0089744374,-0.0102908007,-0.0178697792,-0.0120087481,0.0102124233,-0.0114834821,-0.0171681179,0.0251043579,0.0063827166,-0.018179867,0.0004737517,0.0027592096,-0.0030858176,0.0231073533,-0.002005468,-0.0023802319
b0031,-0.009133353,-0.009082936,0.0206279211,-0.0157931698,0.0045357013,0.0127538508,-0.006911651,-0.0108248484,0.0562372308,-0.0024328118,0.0088309684,0.0259347052,0.0162961374,-0.0027913619,-0.0123040769,-0.0132380262,-0.0045192449,-0.0055494874,-0.0083560696,-0.0242628981,0.0123735576,-0.010242633,-0.0135032865,-0.0095325667,0.0044713157,-0.0147121096,0.0144366188,-0.0121692173,-0.0046153181,0.0077171826,-0.0104768958,-0.0001047582,0.0104071785,0.0028605906,-0.0033336281,-0.0176596612,-0.0050302764,-0.014814249,0.0006420276,-0.0158978919,6.60666e-05,0.0119089628,-0.025099016,0.0081808265,0.0105869787,-0.0047607791,0.0092566661,0.0082294882,0.006610406,-0.0015540375,0.0078599703,0.000719679,-0.0134677356,0.0056146039,-0.009371536,-0.0092465886,-0.0133985317,0.0060045105,0.0048061168,-0.0181168044,0.0302589764,-0.0069303203,0.0019289764,-0.0005191766,-0.0014064176,-0.0128612439,0.0033941524,0.0100478745,-0.0064497032,-0.0046977702,-0.0165697931,0.0037710615,-0.0201665001,-0.0054358498,0.012074335,-0.010424388,-0.0057229287,-0.0008867911,-0.0018210713,0.0032476896,0.0086633618,-0.0042252091,-0.0091575123,-0.0004135741,0.0163767902,-0.0077148663,-0.0004626804,0.0086081986,0.0128110885,0.006646242,0.0124303821,0.0052830226
b0032,0.0072821767,-0.004619087,0.0037471143,0.0078379824,6.17138e-05,0.0035682598,0.0137152182,-0.0079111849,0.0899796028,0.0015422728,-0.0064965675,0.0024824685,-0.0086635847,-0.0143037305,-0.0091240016,-0.0141238372,0.0253856289,0.004329204,0.002667394,0.0065583067,-0.0162320153,-0.011121843,0.1472624206,-0.0087548683,0.0006893766,0.0179704293,-0.0126746425,-0.0168836124,-0.007149312,-0.0049158406,-0.0051556544,0.0003792916,0.0031456147,0.004245862,0.0043572461,0.0043222639,0.0041140986,-0.0040605843,0.0136978535,-0.0062072517,0.0017304323,-0.0035304919,-0.0226361869,-0.0107889468,0.0137999364,-0.0071610502,0.0009972169,-0.0027332135,-0.008214242,-0.0173624747,0.0127013849,0.0045613247,0.0143501454,-0.0086670942,0.0312596971,-0.0196515831,-0.0152059664,0.0108402399,0.0014892422,0.0129083419,0.028045751,-0.0188400507,0.0019204019,-0.0011747932,-0.00054917,0.00360861,-0.0002505387,-0.0032633307,0.0100422013,-0.0276163304,-0.0121805974,-0.0014440681,0.0122196839,0.006627015,-0.0023707102,-0.0006974543,0.0008413116,-0.0015822228,0.0122742676,-0.0043556175,-0.0027306616,-0.0001919408,0.0062401011,-0.0179839596,0.0047336993,0.0182479157,0.0124602728,-0.0059956597,0.021343774,-0.0080486113,-0.0034907961,0.0052931428
b0033,0.0003714395,4.83898e-05,0.0047433163,-0.004090051,0.0016625099,0.0015459717,0.0136502825,-0.0045937101,0.0646159805,0.0100884282,-0.0026143769,-0.0007436084,-0.002348452,0.0035355467,0.0036105856,0.0102885731,0.0137814206,0.0057564957,0.0137206031,-0.0023262137,-0.0024757407,-0.0168547208,0.155914501,0.0059296715,0.0051745141,-0.0152713985,-0.0098682684,-0.0104568444,-0.0034769991,-8.669730000000001e-05,-0.0109658942,0.0011472842,0.0416693085,-0.0026632187,0.0037574058,0.0001927594,0.0136523718,0.0061217428,-0.0037245822,0.0151326699,0.0063065947,-0.003335215,-0.012699766,-0.0090507463,-0.0036841787,0.0129295076,-0.0035366222,-0.0090103382,-0.0123705142,-0.0087020204,0.0037984927,0.0028486335,-0.0079869094,-0.0127734459,0.0459026977,-0.0068747614,-0.0005822094,0.0030775822,0.0036647474,0.0072930798,0.0197952987,-0.0070823704,0.0024623316,-0.003712951,-0.0032935023,-0.0011449388,0.0014771425,-0.0019687743,0.0019163702,-0.0177882482,-0.0115984248,0.0134131206,-0.0143252945,0.0018471641,-0.0022471615,0.0025406131,-0.0023370801,0.0159752239,0.0030652313,-0.0025857906,-0.0070677331,0.0021884434,-0.0002929334,0.0016140492,-0.0034075096,-0.0041911228,0.0124789345,-0.0108269418,0.0148111776,-0.0006124328,-0.0018567088,0.0023029722
b0034,0.009084685,-0.011503724,-0.0185612682,0.0052470983,-0.0069123691,-0.0063479294,0.0059650533,0.0281230802,0.0473174443,0.0278434717,-0.0054796688,-0.006105933,0.0271689812,-0.0008774535,0.0039905766,-0.0114233656,-0.015112836,0.0004049737,0.0122050931,-0.0127112541,0.0146501591,0.024278677,0.0920828339,0.0105614094,-0.0319992196,-0.004941378,-0.0182838198,0.0085478419,0.0011490389,-0.0079862554,0.0117253343,0.0083988217,0.0218538423,-0.047043537,-0.0008304898,0.0010870057,-0.007635533,-0.0119981314,-0.0174640959,0.002688493,0.0027553594,0.0066759277,0.008900029,0.0144884267,-0.0040683772,0.0037188174,-0.013063443,-0.0344683598,-0.0221955906,-0.0076015518,0.0092819464,-0.0189975966,-0.0042788549,-0.0091559712,-0.0125175898,-0.0078401756,-0.0011406872,-0.0005855177,-0.0005165599,-0.0143826547,-0.0206895835,-0.0082869851,-0.0060017312,0.0057647701,-0.0002083621,0.0995344499,-0.0126253187,-0.0266702612,-0.0170807042,-0.0011685198,-0.0178973745,-0.0207960814,0.0118618787,0.0030707142,0.0245600939,0.0118720334,0.0180465311,0.0326454655,-0.0001722189,-0.0042819648,0.0168040558,0.001286539,-0.024350209,0.0311069207,0.0003735731,0.0180765977,0.0017441934,-0.0046579602,0.0042162042,0.0076165011,-0.0406255783,-0.030925571
b0036,-0.0073265303,-0.0043262262,-0.0051538357,0.0008124564,-0.0052713533,0.0249946766,-0.0157822289,0.0023294548,0.0106506863,0.0089626773,-0.0035149849,-0.0087138574,-0.0042594829,-0.0334120486,-0.0124177171,0.0098467764,0.0414807017,0.0125133782,0.0154835083,-0.0145315489,-0.0055151304,0.0199706592,0.0071860295,0.0033864229,4.82781e-05,0.0012070686,0.0129345466,-0.0187110971,0.0045856436,0.0426656754,-0.003480312,0.0065832846,0.013798286,-0.0172306038,-0.0047863366,-0.0141761255,0.0384185332,0.0068618436,-0.0143565498,0.0114238223,0.0105311451,0.0193100399,-0.0109081006,-0.0052656241,0.0177264575,-0.0114754176,0.0139877262,-0.0042783618,0.0147440645,0.0088044194,0.0252158266,-0.003050277,-0.0093762409,-0.0083869123,0.0170608547,-0.0113930488,0.0200866891,0.0149446621,-0.0003685918,0.0002508655,-0.0083695853,0.001861507,-0.0088005261,0.0316014823,0.0071403554,0.0106527188,0.0113890159,-0.0054549049,-0.0045455959,-0.0031431345,0.0123090128,0.0024577931,-0.0280380707,-0.0136193025,0.0338943281,0.021096974,-0.0467846642,-0.0140586156,0.0058134943,-0.0333078031,-0.0069199795,-0.0276114427,0.0023101684,0.0257898617,0.0001187445,0.0162114775,-0.0100864874,0.0126037996,-0.0247792427,0.0226710819,0.0038658854,-0.031114326
b0037,0.0048723361,-0.0002480757,0.003559531,0.0016723136,-0.0094627279,0.0102130545,0.0005156434,-0.0169692516,-0.003961942,-0.0049465691,-0.0006173167,0.0159005023,0.0081520776,-0.0216051768,-0.010361089,-0.0094708032,-0.0038677586,0.0019610471,0.0027568273,-0.0082631042,0.0099109244,-0.0054730135,-0.0025637993,0.0018311195,-0.0005050478,-0.0067583246,-0.0070760185,-0.0143809608,-0.0023651265,0.0060750965,0.003602254,0.0054331181,-0.0063140638,-0.0038712301,-0.0062115796,0.0137617608,-0.0040723308,-0.0082980253,-0.006527113,0.0067688336,0.0003879039,0.0036548633,0.0005512006,-0.0029901243,-0.000103723,-0.0092255475,0.006199278,-0.0090055735,0.0107538536,0.0107291513,0.0056979485,-0.0097710527,0.0015933918,-0.0031833927,0.0050226225,0.0024025223,0.0160079607,0.0087383553,-0.0111722325,-0.0129902343,0.0095736135,0.005124947,0.0023532645,0.0012353391,-0.0123963292,0.0092828169,0.0068365251,-0.0063355326,-0.0017836224,-0.0171874327,0.0103230893,0.0111509147,-0.0125696997,0.0049404061,0.0055010351,-0.0159232534,-0.008214493,-0.0073741336,-0.0092298393,0.0070692709,0.0058383383,0.0013860566,-0.0071546504,0.0295465368,-0.0040535164,-0.0046040528,-0.0124801849,0.0269274122,0.0016473962,-0.0055051517,-0.004169415,0.0142940752
b0038,0.0179561519,0.014401136,-0.0037052575,-0.0073120483,0.0161040203,-0.0024768882,-0.0021998946,0.0016791336,-0.0068476956,-0.0095460105,0.004155585,-0.0046276921,-0.0009270617,-0.0018983517,0.0006882637,-0.0045000434,-0.0074070201,0.0017404196,-0.0072365748,-0.0267762857,-0.0061819848,-0.0181669612,0.0007227912,0.0021014813,-0.012769032,-0.0106495932,0.0132423497,0.0046954628,0.0045033063,-0.0016586278,0.0051974685,0.0016544312,0.000647772,-0.0088720912,0.0090202926,0.0006271048,0.0047899385,-0.0034530918,0.0009553597,0.0167622463,0.0034346605,0.0007677021,0.0032186053,0.0019452323,-0.0059537248,0.0043420017,-0.0202113088,-7.12204e-05,0.0085225476,-0.0058011028,0.0036397446,-0.0009974189,0.0140218297,-0.0041640144,0.0106395178,-0.0102265207,-0.0093831507,-0.0004814949,0.0035719979,0.0044975661,-0.0012505658,-0.0170608861,0.0159550733,0.0068617984,-0.0048980248,0.0058625839,-0.0064638473,-0.0002163268,0.0044174306,0.0107112505,0.0034827746,0.0069050814,0.0047346402,0.0112341518,0.0101931353,0.003993356,0.0074506747,-0.0053001955,0.0044853637,0.0054833592,0.0095638826,-0.0347313265,-0.0061522151,3.85612e-05,-0.0055079186,0.003702491,-0.0101285405,0.0094556955,0.0092506899,-0.0069124682,-0.0080822611,-3.7722e-06
b0039,0.0016589567,-0.0023710458,-0.0031577633,0.0065915697,0.0001823236,0.0004371899,0.0056241794,0.0167212748,0.007338353,-0.0041516163,0.0103763745,0.0021564683,-0.0086031743,-0.0057440217,-0.0044447515,-0.0144972125,0.0065139969,-0.0008212491,0.0015717786,-0.0067228382,0.0207114515,-0.0207830348,0.0013766999,-0.0031677157,0.001170493,-0.0022456796,-0.0004473524,-0.0039252215,-0.0010490459,-0.0060860275,0.0002694528,-0.0033148844,0.0049789072,0.0035484894,0.0070234977,0.0048664244,0.002090631,0.0002013923,0.0147122111,-0.0055552154,0.0096521831,0.0081128597,0.0035716982,0.01238551,-0.0009785408,0.0139888827,0.00356205,-0.0065164103,0.0036056402,-0.0190384198,0.0031899993,-0.0117709594,-0.0089119334,-0.0027709986,-0.0041979176,-0.0017353955,-0.0050606773,0.0159475906,0.0004200612,-0.0156003489,-0.0003572442,-0.0028361594,0.0040857186,-0.0119071721,-0.0003553118,0.0099846427,0.0055850166,-0.0147477464,-0.0038959064,-0.0057675388,-0.0110749411,0.0038890394,0.0004969013,0.0060994517,0.0054823369,0.0092534111,-0.0006814123,-0.0050160665,0.0013302857,-0.0001585053,-0.0013842316,-0.0083672372,-0.0128691957,0.0002079731,-0.0119506568,0.0007055265,-0.0068579799,0.0049002098,-0.0126223965,-0.0175303365,-0.0132827243,-0.0065352194
b0040,0.0213897888,0.0049640895,0.0057815681,0.0148490951,0.0164555311,0.0062521114,0.0016405555,-0.0052794157,0.0124288097,0.0187086819,-0.0089251795,0.0043191104,0.0075195825,-0.0004738551,-0.0071649801,-0.0084201918,-0.0095178869,-0.0201437095,0.0086685424,-0.0277945377,-0.0099594313,-0.0095448412,-0.0052166382,-0.0018414407,0.0020985741,-0.0134863003,0.0135270876,0.0217005707,0.0024782224,0.000876758,-0.0320031047,-0.0074441023,-0.0001558906,0.0168702147,-0.017608734,0.0003347337,0.0083635321,0.0127849844,0.0086539152,0.0162082011,0.0192742648,-0.001969708,-0.0044294322,-0.0088530748,0.0040719887,-0.0072950182,0.0004289203,-0.006705457,0.0011086141,0.0141302334,0.0058770177,-0.0081321322,-0.0022932249,-0.0185854913,0.0052545376,-0.003469901,0.008562718,-0.0010932359,-0.0028804795,0.0099122549,-0.0089451328,0.0071832268,-0.0030982793,-0.0056079281,0.0069607716,0.0055076229,0.0095409331,-0.0087179195,0.0025535658,0.0059134351,0.0002219389,-0.0172830356,-0.0067881313,-0.00405516,-0.0033479698,0.0100865809,0.0029604226,-0.017550109,0.0031572813,0.0019345831,-0.0041786942,-0.0012113444,0.0038578591,0.0033725803,-0.0249188529,0.0058193843,0.0077184638,0.0245396956,-0.0195596321,0.0004818693,-0.0047204534,-0.003593749
b0041,0.010650917,-0.0053280294,-0.0336519125,0.0045529793,0.0076611384,0.0035213667,-0.0070029309,-0.042638196,0.0099433416,0.0378387445,0.0190748211,0.0184417154,0.0106554475,-0.0057358541,-0.0269449654,-0.0141649071,0.0076835368,0.0073679212,-0.0263807182,-0.0199757223,-0.0347655133,-0.0047988915,0.0093457484,-0.0078944715,-0.0209416482,0.0279128502,-0.0120006537,0.0152214281,0.0287705962,0.002859668,-0.0045557551,-0.0133008576,0.0226581294,0.022138326,0.0203682737,-0.0105943911,0.0260163724,0.0220862979,-0.0025224383,-0.0056281681,0.0066795779,0.0176627582,-0.0123371541,-0.0143165864,-0.0070214165,-0.0136452059,-0.0780432807,0.0083804772,-0.002687943,0.0033693401,-0.0072573422,-0.0014358895,-0.0047111133,0.0030887682,-0.0139970359,-0.0072071919,0.0275709824,0.0232418322,0.0070947637,0.0051225596,0.0112232393,-0.0010762789,-0.0123831321,0.0035032098,0.0072482852,0.0105535232,-0.0170507944,-0.0007750052,-0.0103638019,-0.0126585835,-0.0068001908,-0.02483559,-0.010948048,0.0202649058,-0.0097722874,0.0013941402,-0.0106039338,-0.0097987476,0.0019653936,-0.004877797,0.0044819898,-0.0104942129,0.0043064613,-0.0246747304,0.0085350641,-0.0121298956,-0.0044337419,0.0206085386,0.0013927598,-0.0046033552,-0.0032756316,0.0443737327
b0042,-0.0246644188,-0.0047397298,-0.0167858199,0.0114560056,-0.0045200425,0.0151261467,-0.0086242514,-0.0148215169,0.0122477016,0.0081990677,0.0031093139,0.0089719946,0.0187374083,0.0353356272,-0.0145389657,-0.0111169891,0.0048033594,0.0097781332,0.0037965381,0.0029568193,-0.0001050912,0.0023994346,-0.0027427454,-0.0060406598,0.0091666295,0.0409900883,-0.0088757755,0.0024535964,0.0031847828,0.0144779763,-0.0048459966,0.0088418996,0.0102375451,-0.0090082795,0.0002472392,0.0054814738,-0.0047102214,-0.0035075272,-0.0673000163,0.0016477749,-0.016021217,0.0204300836,0.023530324,0.0040722333,0.0107805137,-0.0133414375,0.0081252436,-6.35752e-05,-0.0028649164,-0.000434953,-0.0090388072,-0.0077569941,-0.0066078843,-0.0078958071,0.0028989629,0.010109898,0.0419405201,0.0040787848,-0.0011324315,0.010547464,-0.0050664871,0.0112466884,-0.0028522833,-0.0017571308,-0.0060604084,-0.0060923194,0.0039835024,-0.010758545,-0.0002448256,0.0066758479,0.0069511286,0.001673893,0.0058564468,0.0137974189,0.0016462274,0.007924148,0.0041986904,-0.0199064231,-0.003941181,0.0036796765,-0.0011249787,0.000886575,-0.0079176149,-0.008178377,-0.0241663304,-0.0049402712,-0.0165006923,0.0041009602,0.0016769211,0.0019483754,0.0124424323,-0.0081240961
